case:concept:name,concept:name,time:timestamp,cost,org:resource
77,Activity 19,2023-01-02 09:41:00,299,Tom
78,Activity 29,2023-01-01 15:58:00,102,Anna
78,Activity 15,2023-01-01 17:50:00,296,John
78,Activity 24,2023-01-01 18:57:00,71,Mike
78,Activity 1,2023-01-01 19:04:00,191,Susan
78,Activity 14,2023-01-01 21:04:00,169,Anna
78,Activity 27,2023-01-01 22:22:00,51,Mike
79,Activity 17,2023-01-03 07:18:00,297,Tom
79,Activity 37,2023-01-03 08:05:00,289,Lisa
79,Activity 1,2023-01-03 08:56:00,189,Peter
80,Activity 35,2023-01-02 01:59:00,244,Peter
80,Activity 22,2023-01-02 02:44:00,297,Susan
80,Activity 11,2023-01-02 03:30:00,86,John
80,Activity 36,2023-01-02 04:00:00,217,Tom
80,Activity 7,2023-01-02 04:11:00,63,Susan
81,Activity 24,2023-01-02 13:10:00,57,Anna
81,Activity 26,2023-01-02 13:48:00,50,Peter
81,Activity 7,2023-01-02 14:25:00,242,Peter
81,Activity 46,2023-01-02 15:00:00,116,Susan
81,Activity 35,2023-01-02 15:54:00,244,Anna
81,Activity 5,2023-01-02 16:08:00,216,John
81,Activity 16,2023-01-02 17:05:00,88,Mike
81,Activity 34,2023-01-02 17:21:00,253,Susan
81,Activity 37,2023-01-02 18:41:00,113,Susan
82,Activity 16,2023-01-01 08:26:00,111,Mike
82,Activity 20,2023-01-01 09:10:00,260,Peter
82,Activity 46,2023-01-01 09:55:00,158,John
82,Activity 10,2023-01-01 11:27:00,152,Susan
82,Activity 38,2023-01-01 11:38:00,104,Peter
82,Activity 21,2023-01-01 12:03:00,172,John
83,Activity 46,2023-01-01 10:56:00,72,Peter
83,Activity 49,2023-01-01 12:00:00,104,Mike
83,Activity 8,2023-01-01 12:14:00,220,Peter
83,Activity 7,2023-01-01 13:37:00,50,Laura
83,Activity 18,2023-01-01 15:00:00,223,Tom
83,Activity 2,2023-01-01 15:40:00,231,Peter
84,Activity 43,2023-01-03 03:32:00,51,Mike
84,Activity 29,2023-01-03 03:58:00,67,Mike
84,Activity 34,2023-01-03 04:32:00,265,Mike
85,Activity 44,2023-01-02 21:47:00,293,Mike
85,Activity 44,2023-01-02 23:38:00,234,Peter
85,Activity 29,2023-01-03 00:28:00,257,Tom
85,Activity 40,2023-01-03 01:30:00,103,John
85,Activity 31,2023-01-03 02:10:00,209,John
85,Activity 8,2023-01-03 03:55:00,206,Anna
85,Activity 49,2023-01-03 03:58:00,188,Susan
86,Activity 36,2023-01-01 18:08:00,239,Peter
86,Activity 39,2023-01-01 19:25:00,106,Anna
86,Activity 6,2023-01-01 20:06:00,237,John
86,Activity 9,2023-01-01 20:25:00,272,Tom
86,Activity 22,2023-01-01 21:34:00,74,Mike
86,Activity 36,2023-01-01 23:02:00,165,Peter
86,Activity 39,2023-01-02 00:36:00,150,Anna
86,Activity 20,2023-01-02 01:20:00,288,Susan
86,Activity 9,2023-01-02 03:08:00,115,Laura
86,Activity 10,2023-01-02 04:38:00,233,John
87,Activity 13,2023-01-02 06:25:00,280,Mike
87,Activity 19,2023-01-02 07:14:00,201,John
87,Activity 20,2023-01-02 07:30:00,109,Anna
87,Activity 41,2023-01-02 08:52:00,222,Mike
87,Activity 1,2023-01-02 08:53:00,217,Peter
87,Activity 49,2023-01-02 09:13:00,155,Mike
87,Activity 27,2023-01-02 09:37:00,64,Lisa
87,Activity 10,2023-01-02 09:46:00,226,Mike
88,Activity 32,2023-01-02 22:47:00,268,Susan
88,Activity 18,2023-01-02 23:23:00,129,Anna
88,Activity 24,2023-01-03 00:21:00,248,Tom
88,Activity 6,2023-01-03 01:20:00,155,Laura
88,Activity 46,2023-01-03 01:35:00,149,Anna
88,Activity 31,2023-01-03 01:39:00,94,Peter
88,Activity 41,2023-01-03 02:56:00,146,Laura
88,Activity 24,2023-01-03 03:21:00,90,Tom
88,Activity 46,2023-01-03 04:27:00,129,Laura
88,Activity 36,2023-01-03 05:40:00,209,Lisa
89,Activity 9,2023-01-02 18:36:00,53,Laura
89,Activity 7,2023-01-02 20:10:00,160,Susan
89,Activity 31,2023-01-02 20:20:00,206,Mike
89,Activity 25,2023-01-02 22:03:00,242,Lisa
89,Activity 30,2023-01-02 22:06:00,191,Mike
89,Activity 28,2023-01-02 23:56:00,219,Susan
89,Activity 30,2023-01-03 01:07:00,159,Susan
89,Activity 5,2023-01-03 02:20:00,71,Laura
89,Activity 44,2023-01-03 04:13:00,231,John
90,Activity 5,2023-01-02 09:13:00,91,John
90,Activity 38,2023-01-02 09:21:00,232,John
90,Activity 24,2023-01-02 11:15:00,146,Lisa
91,Activity 35,2023-01-02 02:57:00,79,Mike
91,Activity 21,2023-01-02 03:21:00,233,Laura
91,Activity 26,2023-01-02 03:44:00,299,John
91,Activity 3,2023-01-02 05:06:00,142,Mike
91,Activity 34,2023-01-02 06:42:00,72,John
91,Activity 10,2023-01-02 07:42:00,67,Tom
91,Activity 41,2023-01-02 07:48:00,184,Anna
91,Activity 3,2023-01-02 09:12:00,171,Anna
91,Activity 6,2023-01-02 10:29:00,160,Lisa
91,Activity 38,2023-01-02 11:23:00,62,Laura
92,Activity 48,2023-01-02 11:04:00,92,Susan
92,Activity 8,2023-01-02 12:27:00,194,Mike
92,Activity 21,2023-01-02 12:51:00,274,John
92,Activity 3,2023-01-02 14:50:00,278,Peter
92,Activity 43,2023-01-02 16:24:00,221,Susan
93,Activity 39,2023-01-02 10:06:00,103,Lisa
93,Activity 38,2023-01-02 10:31:00,151,Tom
93,Activity 48,2023-01-02 11:39:00,256,Anna
93,Activity 40,2023-01-02 11:55:00,267,Mike
93,Activity 43,2023-01-02 11:56:00,142,Laura
93,Activity 47,2023-01-02 12:52:00,90,Anna
93,Activity 38,2023-01-02 14:17:00,217,Mike
94,Activity 47,2023-01-02 01:37:00,77,Susan
94,Activity 12,2023-01-02 01:50:00,258,Anna
94,Activity 17,2023-01-02 03:42:00,146,Susan
94,Activity 27,2023-01-02 04:27:00,298,Mike
94,Activity 21,2023-01-02 05:11:00,110,Lisa
94,Activity 35,2023-01-02 05:36:00,272,Anna
94,Activity 2,2023-01-02 06:24:00,50,Lisa
94,Activity 6,2023-01-02 07:24:00,137,Susan
94,Activity 8,2023-01-02 09:16:00,235,Lisa
95,Activity 18,2023-01-03 05:27:00,91,Tom
95,Activity 9,2023-01-03 06:07:00,68,Peter
95,Activity 31,2023-01-03 07:22:00,284,Lisa
95,Activity 29,2023-01-03 08:27:00,287,Laura
95,Activity 49,2023-01-03 09:51:00,132,Peter
95,Activity 47,2023-01-03 10:00:00,87,Tom
95,Activity 25,2023-01-03 10:21:00,275,Peter
95,Activity 40,2023-01-03 10:38:00,116,Lisa
95,Activity 42,2023-01-03 11:52:00,132,Anna
96,Activity 34,2023-01-01 13:07:00,199,Anna
96,Activity 25,2023-01-01 14:51:00,210,Tom
96,Activity 7,2023-01-01 15:11:00,104,Peter
96,Activity 43,2023-01-01 15:41:00,277,Anna
96,Activity 30,2023-01-01 15:52:00,292,Peter
96,Activity 43,2023-01-01 16:16:00,293,Peter
96,Activity 43,2023-01-01 16:33:00,53,Peter
96,Activity 26,2023-01-01 18:18:00,110,Susan
96,Activity 29,2023-01-01 19:35:00,138,Lisa
97,Activity 1,2023-01-02 22:26:00,150,Laura
97,Activity 4,2023-01-02 22:47:00,72,Peter
97,Activity 13,2023-01-03 00:45:00,184,Peter
97,Activity 10,2023-01-03 00:59:00,112,Laura
97,Activity 15,2023-01-03 02:57:00,106,Anna
97,Activity 16,2023-01-03 04:15:00,86,Mike
98,Activity 2,2023-01-02 13:53:00,214,Mike
98,Activity 50,2023-01-02 14:58:00,131,Tom
98,Activity 38,2023-01-02 15:58:00,147,Mike
99,Activity 49,2023-01-01 15:17:00,214,Lisa
99,Activity 11,2023-01-01 16:28:00,283,Mike
99,Activity 27,2023-01-01 18:28:00,286,Anna
99,Activity 23,2023-01-01 19:55:00,138,Tom
99,Activity 43,2023-01-01 21:54:00,152,Peter
99,Activity 48,2023-01-01 22:52:00,176,Susan
99,Activity 27,2023-01-01 23:00:00,249,Lisa
99,Activity 28,2023-01-02 00:19:00,177,Susan
100,Activity 23,2023-01-02 18:08:00,261,John
100,Activity 23,2023-01-02 18:45:00,180,Laura
100,Activity 13,2023-01-02 19:11:00,241,Tom
100,Activity 18,2023-01-02 20:59:00,127,Lisa
101,Activity 38,2023-01-02 02:11:00,214,Tom
101,Activity 28,2023-01-02 04:02:00,235,Mike
101,Activity 1,2023-01-02 04:04:00,65,Mike
101,Activity 13,2023-01-02 04:31:00,231,Peter
101,Activity 33,2023-01-02 05:21:00,62,Anna
101,Activity 9,2023-01-02 06:09:00,51,Mike
101,Activity 26,2023-01-02 06:21:00,238,Anna
102,Activity 21,2023-01-02 04:23:00,122,Laura
102,Activity 23,2023-01-02 05:13:00,85,Laura
102,Activity 43,2023-01-02 06:27:00,295,John
103,Activity 25,2023-01-02 23:37:00,218,John
103,Activity 23,2023-01-03 00:30:00,76,Anna
103,Activity 33,2023-01-03 00:52:00,133,Susan
103,Activity 43,2023-01-03 01:47:00,276,Tom
103,Activity 1,2023-01-03 03:04:00,155,Susan
103,Activity 12,2023-01-03 04:16:00,61,Mike
104,Activity 1,2023-01-02 13:26:00,90,Peter
104,Activity 24,2023-01-02 13:35:00,91,Susan
104,Activity 23,2023-01-02 14:30:00,250,Peter
104,Activity 15,2023-01-02 15:51:00,259,Laura
104,Activity 38,2023-01-02 16:55:00,166,Peter
105,Activity 40,2023-01-02 11:46:00,235,Tom
105,Activity 45,2023-01-02 13:42:00,198,Tom
105,Activity 46,2023-01-02 15:39:00,183,Mike
105,Activity 19,2023-01-02 16:01:00,185,Peter
105,Activity 14,2023-01-02 16:51:00,190,Susan
105,Activity 23,2023-01-02 18:00:00,146,John
105,Activity 44,2023-01-02 19:54:00,108,Lisa
105,Activity 37,2023-01-02 21:46:00,254,Mike
105,Activity 48,2023-01-02 23:05:00,272,Susan
105,Activity 48,2023-01-02 23:50:00,122,Lisa
106,Activity 1,2023-01-02 05:44:00,239,John
106,Activity 44,2023-01-02 07:42:00,136,Lisa
106,Activity 18,2023-01-02 08:51:00,281,Laura
107,Activity 27,2023-01-02 03:01:00,186,Mike
107,Activity 46,2023-01-02 04:26:00,125,Mike
107,Activity 36,2023-01-02 06:21:00,289,Laura
107,Activity 38,2023-01-02 08:06:00,87,Peter
107,Activity 3,2023-01-02 08:56:00,79,Anna
108,Activity 17,2023-01-03 06:20:00,59,Anna
108,Activity 38,2023-01-03 06:34:00,216,Mike
108,Activity 11,2023-01-03 07:32:00,66,Lisa
108,Activity 50,2023-01-03 08:46:00,251,Laura
109,Activity 7,2023-01-01 09:42:00,241,Anna
109,Activity 19,2023-01-01 10:42:00,239,Susan
109,Activity 32,2023-01-01 12:38:00,143,Mike
109,Activity 34,2023-01-01 13:02:00,176,Peter
109,Activity 20,2023-01-01 14:08:00,187,John
109,Activity 44,2023-01-01 15:28:00,187,Lisa
109,Activity 6,2023-01-01 15:55:00,178,John
109,Activity 35,2023-01-01 16:19:00,75,Anna
110,Activity 27,2023-01-02 02:20:00,106,Laura
110,Activity 16,2023-01-02 02:51:00,190,Susan
110,Activity 37,2023-01-02 03:43:00,239,Mike
111,Activity 15,2023-01-02 04:41:00,174,Susan
111,Activity 22,2023-01-02 04:44:00,223,Tom
111,Activity 19,2023-01-02 05:57:00,261,Tom
111,Activity 29,2023-01-02 07:44:00,86,Lisa
111,Activity 2,2023-01-02 09:42:00,224,Peter
112,Activity 21,2023-01-01 20:14:00,115,John
112,Activity 17,2023-01-01 21:25:00,233,Anna
112,Activity 44,2023-01-01 22:42:00,212,Peter
112,Activity 48,2023-01-01 23:23:00,215,Peter
112,Activity 46,2023-01-02 01:02:00,123,Mike
112,Activity 1,2023-01-02 01:26:00,298,Anna
112,Activity 32,2023-01-02 01:56:00,267,Susan
112,Activity 49,2023-01-02 03:36:00,183,Susan
112,Activity 7,2023-01-02 05:00:00,227,Anna
113,Activity 37,2023-01-02 05:27:00,271,Susan
113,Activity 4,2023-01-02 06:26:00,196,Mike
113,Activity 18,2023-01-02 06:56:00,165,Lisa
114,Activity 31,2023-01-02 02:14:00,50,Susan
114,Activity 39,2023-01-02 03:27:00,80,Peter
114,Activity 31,2023-01-02 04:13:00,292,John
114,Activity 28,2023-01-02 04:27:00,300,Peter
114,Activity 46,2023-01-02 05:25:00,71,Laura
114,Activity 30,2023-01-02 05:56:00,83,Tom
115,Activity 4,2023-01-01 20:04:00,248,Laura
115,Activity 22,2023-01-01 21:46:00,161,Mike
115,Activity 14,2023-01-01 23:45:00,285,Peter
115,Activity 2,2023-01-02 00:14:00,245,Mike
115,Activity 37,2023-01-02 01:05:00,135,Tom
115,Activity 11,2023-01-02 02:38:00,237,Laura
115,Activity 5,2023-01-02 04:32:00,203,Susan
115,Activity 8,2023-01-02 05:31:00,83,Laura
115,Activity 28,2023-01-02 07:00:00,181,Lisa
116,Activity 40,2023-01-03 07:19:00,67,Laura
116,Activity 49,2023-01-03 08:05:00,110,Tom
116,Activity 34,2023-01-03 09:26:00,237,Laura
116,Activity 14,2023-01-03 10:04:00,192,Tom
116,Activity 50,2023-01-03 10:17:00,274,Lisa
116,Activity 4,2023-01-03 11:07:00,54,Anna
117,Activity 15,2023-01-01 13:32:00,137,Mike
117,Activity 28,2023-01-01 13:35:00,300,Lisa
117,Activity 19,2023-01-01 13:48:00,158,Laura
117,Activity 37,2023-01-01 14:05:00,268,Anna
117,Activity 29,2023-01-01 15:08:00,181,Lisa
118,Activity 39,2023-01-02 07:56:00,156,Lisa
118,Activity 2,2023-01-02 08:16:00,100,Anna
118,Activity 21,2023-01-02 09:09:00,234,Lisa
119,Activity 34,2023-01-03 06:42:00,284,Lisa
119,Activity 4,2023-01-03 08:39:00,218,Mike
119,Activity 11,2023-01-03 09:31:00,194,Tom
119,Activity 49,2023-01-03 10:57:00,219,Mike
119,Activity 29,2023-01-03 11:40:00,116,Lisa
119,Activity 1,2023-01-03 11:41:00,193,Mike
119,Activity 3,2023-01-03 12:50:00,287,Anna
120,Activity 13,2023-01-01 09:53:00,108,Susan
120,Activity 22,2023-01-01 09:55:00,102,Anna
120,Activity 50,2023-01-01 11:00:00,242,Tom
120,Activity 21,2023-01-01 12:17:00,252,Tom
120,Activity 47,2023-01-01 13:37:00,128,John
120,Activity 28,2023-01-01 14:34:00,99,Susan
120,Activity 29,2023-01-01 16:24:00,209,Tom
120,Activity 44,2023-01-01 17:16:00,274,Peter
120,Activity 44,2023-01-01 19:15:00,120,Tom
120,Activity 21,2023-01-01 20:36:00,217,Laura
121,Activity 2,2023-01-02 05:53:00,65,Peter
121,Activity 25,2023-01-02 07:19:00,289,Mike
121,Activity 24,2023-01-02 07:36:00,229,Mike
121,Activity 2,2023-01-02 07:42:00,277,Peter
121,Activity 41,2023-01-02 08:49:00,252,Tom
122,Activity 23,2023-01-02 10:15:00,165,Laura
122,Activity 17,2023-01-02 11:43:00,164,Anna
122,Activity 36,2023-01-02 11:46:00,51,Tom
122,Activity 39,2023-01-02 13:33:00,266,Laura
122,Activity 16,2023-01-02 15:06:00,209,Susan
122,Activity 20,2023-01-02 15:19:00,223,Lisa
123,Activity 49,2023-01-01 11:35:00,243,Peter
123,Activity 31,2023-01-01 12:51:00,83,Laura
123,Activity 44,2023-01-01 14:29:00,99,Susan
123,Activity 39,2023-01-01 16:05:00,285,John
123,Activity 29,2023-01-01 17:24:00,86,Susan
123,Activity 22,2023-01-01 18:41:00,189,Lisa
123,Activity 13,2023-01-01 19:57:00,167,Anna
123,Activity 35,2023-01-01 20:15:00,222,Peter
123,Activity 50,2023-01-01 22:04:00,166,Susan
123,Activity 29,2023-01-01 22:27:00,69,Anna
124,Activity 4,2023-01-01 20:10:00,159,Mike
124,Activity 6,2023-01-01 21:57:00,248,Laura
124,Activity 27,2023-01-01 23:16:00,123,Laura
124,Activity 23,2023-01-01 23:48:00,136,Tom
124,Activity 13,2023-01-02 00:28:00,138,Susan
124,Activity 35,2023-01-02 02:21:00,51,Lisa
124,Activity 12,2023-01-02 03:44:00,298,Mike
124,Activity 25,2023-01-02 04:35:00,201,Tom
125,Activity 13,2023-01-02 01:13:00,199,Susan
125,Activity 3,2023-01-02 03:09:00,181,Peter
125,Activity 38,2023-01-02 03:38:00,175,Mike
125,Activity 18,2023-01-02 04:27:00,91,Peter
125,Activity 17,2023-01-02 05:49:00,93,Lisa
125,Activity 26,2023-01-02 07:12:00,179,Laura
125,Activity 40,2023-01-02 07:42:00,189,Anna
125,Activity 47,2023-01-02 09:27:00,130,Peter
126,Activity 20,2023-01-01 10:20:00,229,Mike
126,Activity 30,2023-01-01 12:11:00,181,Laura
126,Activity 5,2023-01-01 14:10:00,297,Peter
126,Activity 36,2023-01-01 14:57:00,289,Laura
126,Activity 40,2023-01-01 16:22:00,265,Lisa
126,Activity 35,2023-01-01 16:25:00,163,Laura
126,Activity 28,2023-01-01 17:58:00,210,Tom
126,Activity 47,2023-01-01 18:14:00,84,Lisa
126,Activity 11,2023-01-01 20:10:00,97,Mike
127,Activity 44,2023-01-03 05:51:00,255,Peter
127,Activity 40,2023-01-03 07:15:00,158,Mike
127,Activity 42,2023-01-03 08:18:00,292,Lisa
128,Activity 4,2023-01-02 09:15:00,275,Laura
128,Activity 43,2023-01-02 10:39:00,256,Peter
128,Activity 27,2023-01-02 12:10:00,170,Tom
128,Activity 36,2023-01-02 13:12:00,247,Laura
129,Activity 29,2023-01-02 00:55:00,299,Anna
129,Activity 1,2023-01-02 02:16:00,227,Peter
129,Activity 24,2023-01-02 03:07:00,214,Susan
129,Activity 25,2023-01-02 04:29:00,86,Susan
130,Activity 33,2023-01-03 02:37:00,290,John
130,Activity 2,2023-01-03 04:02:00,138,Anna
130,Activity 4,2023-01-03 04:50:00,169,Laura
130,Activity 19,2023-01-03 06:32:00,159,Laura
131,Activity 15,2023-01-01 08:31:00,82,Laura
131,Activity 12,2023-01-01 09:12:00,103,Peter
131,Activity 47,2023-01-01 09:23:00,215,Lisa
131,Activity 23,2023-01-01 10:16:00,119,Laura
131,Activity 21,2023-01-01 10:30:00,280,John
131,Activity 28,2023-01-01 12:05:00,164,Susan
131,Activity 46,2023-01-01 13:03:00,84,Tom
131,Activity 5,2023-01-01 13:05:00,252,Mike
131,Activity 10,2023-01-01 13:21:00,62,Laura
132,Activity 28,2023-01-01 14:04:00,113,Tom
132,Activity 25,2023-01-01 14:36:00,106,Anna
132,Activity 16,2023-01-01 14:44:00,232,Susan
132,Activity 14,2023-01-01 15:48:00,200,Anna
133,Activity 49,2023-01-01 22:34:00,142,Peter
133,Activity 34,2023-01-01 22:58:00,287,Anna
133,Activity 1,2023-01-01 23:19:00,286,Susan
133,Activity 17,2023-01-02 00:16:00,178,John
133,Activity 47,2023-01-02 01:04:00,267,Anna
133,Activity 50,2023-01-02 02:55:00,222,John
134,Activity 25,2023-01-02 13:58:00,72,Susan
134,Activity 28,2023-01-02 14:40:00,146,Tom
134,Activity 32,2023-01-02 14:52:00,62,Tom
134,Activity 29,2023-01-02 15:23:00,162,Tom
134,Activity 17,2023-01-02 16:13:00,277,John
134,Activity 10,2023-01-02 16:21:00,90,John
134,Activity 22,2023-01-02 18:05:00,98,John
134,Activity 18,2023-01-02 18:54:00,194,Laura
134,Activity 2,2023-01-02 20:32:00,282,Anna
134,Activity 46,2023-01-02 20:51:00,184,Mike
135,Activity 24,2023-01-02 05:18:00,131,Tom
135,Activity 49,2023-01-02 07:14:00,220,Lisa
135,Activity 32,2023-01-02 08:27:00,258,Tom
135,Activity 18,2023-01-02 09:31:00,63,Mike
135,Activity 7,2023-01-02 10:26:00,115,Laura
136,Activity 9,2023-01-02 05:32:00,142,Peter
136,Activity 29,2023-01-02 07:24:00,227,Susan
136,Activity 26,2023-01-02 08:23:00,229,Tom
136,Activity 40,2023-01-02 08:55:00,228,Laura
136,Activity 45,2023-01-02 10:51:00,233,Mike
136,Activity 34,2023-01-02 12:02:00,232,John
136,Activity 15,2023-01-02 13:46:00,290,Mike
136,Activity 6,2023-01-02 15:09:00,205,Laura
136,Activity 19,2023-01-02 15:32:00,152,John
136,Activity 50,2023-01-02 17:27:00,95,Peter
137,Activity 18,2023-01-01 23:48:00,215,Susan
137,Activity 46,2023-01-02 00:12:00,54,Lisa
137,Activity 7,2023-01-02 01:42:00,287,Lisa
137,Activity 44,2023-01-02 02:27:00,163,John
138,Activity 25,2023-01-02 12:00:00,194,Tom
138,Activity 20,2023-01-02 12:58:00,293,Anna
138,Activity 37,2023-01-02 14:26:00,134,Laura
138,Activity 24,2023-01-02 15:12:00,103,Peter
138,Activity 48,2023-01-02 16:33:00,65,Anna
138,Activity 40,2023-01-02 18:32:00,264,Peter
138,Activity 18,2023-01-02 20:02:00,130,Mike
139,Activity 3,2023-01-02 03:35:00,129,Mike
139,Activity 49,2023-01-02 04:13:00,267,Laura
139,Activity 38,2023-01-02 05:32:00,71,John
139,Activity 39,2023-01-02 06:07:00,150,Peter
139,Activity 26,2023-01-02 06:12:00,297,John
139,Activity 32,2023-01-02 07:58:00,228,Tom
139,Activity 9,2023-01-02 09:49:00,131,Lisa
139,Activity 30,2023-01-02 11:22:00,123,Anna
139,Activity 39,2023-01-02 12:02:00,272,John
140,Activity 9,2023-01-02 04:39:00,150,Laura
140,Activity 24,2023-01-02 04:47:00,252,Lisa
140,Activity 25,2023-01-02 05:31:00,299,Peter
140,Activity 38,2023-01-02 06:26:00,200,Tom
140,Activity 17,2023-01-02 07:18:00,83,Mike
140,Activity 38,2023-01-02 08:31:00,150,Anna
141,Activity 13,2023-01-03 04:56:00,184,Tom
141,Activity 45,2023-01-03 06:13:00,272,Anna
141,Activity 14,2023-01-03 07:19:00,289,Susan
141,Activity 34,2023-01-03 09:13:00,300,Mike
141,Activity 33,2023-01-03 11:08:00,186,Lisa
142,Activity 45,2023-01-02 13:00:00,95,Mike
142,Activity 14,2023-01-02 14:32:00,190,Laura
142,Activity 10,2023-01-02 15:17:00,172,Lisa
142,Activity 35,2023-01-02 16:44:00,144,Laura
143,Activity 50,2023-01-02 06:50:00,65,Lisa
143,Activity 41,2023-01-02 06:59:00,243,Tom
143,Activity 49,2023-01-02 08:01:00,187,Mike
143,Activity 41,2023-01-02 09:05:00,213,Tom
143,Activity 24,2023-01-02 11:03:00,231,Tom
143,Activity 19,2023-01-02 12:15:00,269,Mike
143,Activity 47,2023-01-02 12:21:00,198,Susan
143,Activity 24,2023-01-02 12:54:00,130,Peter
143,Activity 31,2023-01-02 14:12:00,200,Mike
143,Activity 26,2023-01-02 14:48:00,127,Anna
144,Activity 3,2023-01-01 09:41:00,128,Tom
144,Activity 7,2023-01-01 11:20:00,97,Laura
144,Activity 8,2023-01-01 12:00:00,84,Susan
144,Activity 9,2023-01-01 13:25:00,197,Peter
144,Activity 43,2023-01-01 14:46:00,274,Tom
144,Activity 31,2023-01-01 16:18:00,284,Susan
144,Activity 7,2023-01-01 18:04:00,205,Tom
145,Activity 12,2023-01-01 12:11:00,210,Laura
145,Activity 41,2023-01-01 12:27:00,91,Anna
145,Activity 3,2023-01-01 13:30:00,82,Anna
145,Activity 47,2023-01-01 13:32:00,179,Mike
146,Activity 16,2023-01-02 09:37:00,270,Tom
146,Activity 8,2023-01-02 10:21:00,189,Tom
146,Activity 36,2023-01-02 11:00:00,215,Lisa
146,Activity 24,2023-01-02 11:39:00,250,Susan
146,Activity 10,2023-01-02 11:55:00,107,Laura
146,Activity 12,2023-01-02 12:58:00,291,Susan
147,Activity 30,2023-01-02 10:51:00,283,Mike
147,Activity 43,2023-01-02 12:07:00,137,Lisa
147,Activity 36,2023-01-02 13:53:00,230,Peter
147,Activity 14,2023-01-02 14:13:00,62,Lisa
147,Activity 50,2023-01-02 14:17:00,287,Mike
148,Activity 35,2023-01-02 06:11:00,278,Anna
148,Activity 25,2023-01-02 06:43:00,104,Laura
148,Activity 19,2023-01-02 07:47:00,70,Peter
148,Activity 38,2023-01-02 08:26:00,106,Susan
148,Activity 34,2023-01-02 09:09:00,120,Peter
148,Activity 19,2023-01-02 09:43:00,158,Lisa
149,Activity 49,2023-01-01 18:48:00,286,Susan
149,Activity 30,2023-01-01 19:49:00,195,Lisa
149,Activity 7,2023-01-01 20:56:00,181,John
149,Activity 26,2023-01-01 22:19:00,59,Mike
149,Activity 11,2023-01-02 00:12:00,178,John
149,Activity 19,2023-01-02 00:24:00,212,Susan
149,Activity 25,2023-01-02 00:46:00,226,Susan
149,Activity 13,2023-01-02 02:29:00,172,Mike
149,Activity 40,2023-01-02 04:10:00,149,Peter
149,Activity 36,2023-01-02 05:51:00,177,Tom
150,Activity 33,2023-01-02 11:20:00,279,Susan
150,Activity 6,2023-01-02 11:39:00,199,John
150,Activity 33,2023-01-02 12:08:00,141,Anna
150,Activity 6,2023-01-02 12:12:00,110,Laura
150,Activity 15,2023-01-02 12:45:00,276,Lisa
151,Activity 24,2023-01-02 06:48:00,240,Tom
151,Activity 50,2023-01-02 06:49:00,85,Susan
151,Activity 39,2023-01-02 07:15:00,297,Mike
151,Activity 6,2023-01-02 09:08:00,249,Susan
151,Activity 9,2023-01-02 10:01:00,229,John
151,Activity 15,2023-01-02 11:43:00,67,Laura
151,Activity 26,2023-01-02 13:14:00,274,Laura
151,Activity 36,2023-01-02 14:07:00,239,Peter
151,Activity 45,2023-01-02 15:08:00,82,Susan
152,Activity 30,2023-01-02 15:16:00,295,Susan
152,Activity 8,2023-01-02 15:58:00,112,Tom
152,Activity 39,2023-01-02 15:59:00,149,Lisa
152,Activity 13,2023-01-02 17:48:00,245,Tom
152,Activity 1,2023-01-02 18:35:00,57,Lisa
152,Activity 13,2023-01-02 19:22:00,249,Lisa
152,Activity 44,2023-01-02 19:27:00,212,Mike
152,Activity 19,2023-01-02 19:38:00,99,Mike
152,Activity 21,2023-01-02 20:11:00,244,Anna
153,Activity 41,2023-01-01 18:36:00,73,Laura
153,Activity 19,2023-01-01 20:32:00,299,Tom
153,Activity 33,2023-01-01 21:58:00,198,Mike
153,Activity 4,2023-01-01 22:10:00,162,Lisa
153,Activity 43,2023-01-02 00:03:00,66,Lisa
153,Activity 9,2023-01-02 00:29:00,170,Laura
153,Activity 26,2023-01-02 01:27:00,182,Peter
153,Activity 20,2023-01-02 01:40:00,85,Lisa
153,Activity 1,2023-01-02 02:25:00,170,Peter
154,Activity 17,2023-01-03 00:42:00,251,Peter
154,Activity 17,2023-01-03 02:03:00,282,Anna
154,Activity 24,2023-01-03 02:43:00,99,Anna
154,Activity 40,2023-01-03 02:45:00,276,Laura
154,Activity 1,2023-01-03 04:20:00,212,Mike
155,Activity 40,2023-01-02 01:27:00,117,Laura
155,Activity 12,2023-01-02 03:03:00,65,Lisa
155,Activity 21,2023-01-02 04:16:00,249,Anna
155,Activity 9,2023-01-02 04:56:00,277,Anna
156,Activity 27,2023-01-01 21:37:00,178,Mike
156,Activity 46,2023-01-01 23:12:00,277,Peter
156,Activity 39,2023-01-02 00:51:00,279,Lisa
156,Activity 25,2023-01-02 02:06:00,237,Mike
156,Activity 12,2023-01-02 02:18:00,293,Anna
157,Activity 27,2023-01-03 09:18:00,132,Lisa
157,Activity 43,2023-01-03 10:24:00,169,John
157,Activity 31,2023-01-03 11:35:00,283,Lisa
157,Activity 17,2023-01-03 12:19:00,210,Mike
157,Activity 18,2023-01-03 12:36:00,181,Mike
157,Activity 42,2023-01-03 13:20:00,92,John
157,Activity 23,2023-01-03 14:11:00,251,John
157,Activity 11,2023-01-03 16:04:00,215,Laura
157,Activity 38,2023-01-03 16:46:00,198,Tom
158,Activity 17,2023-01-03 05:57:00,58,Tom
158,Activity 25,2023-01-03 07:19:00,230,Peter
